design_id,design_name,budget,theme,style,layers,difficulty,primary_flower,secondary_flower,accent_flower,primary_color,secondary_color,accent_color,diameter_ft,estimated_time_hr,people_required,occasion,description,flower_diversity,color_diversity,estimated_flower_cost
175,Peacock Design 175,2000,Traditional,Peacock,7,Medium,Marigold,Orchid,Chrysanthemum,Yellow,Purple,White,4,4.2,2,Office,Traditional peacock design,3,3,1068.4
176,Star Design 176,1000,Temple,Star,9,Hard,Lotus,Chrysanthemum,Rose,Pink,White,Pink,4,5.4,4,Office,Temple star design,3,2,1562.2
177,Star Design 177,1000,Floral,Star,9,Hard,Orchid,Chrysanthemum,Rose,Purple,White,Pink,5,5.4,4,Office,Floral star design,3,3,401.9
178,Peacock Design 178,800,Traditional,Peacock,9,Hard,Orchid,Jasmine,Rose,Purple,White,Pink,6,5.4,4,Competition,Traditional peacock design,3,3,2208.2
179,Peacock Design 179,1200,Traditional,Peacock,6,Medium,Tuberose,Lotus,Daisy,White,Pink,White,5,3.6,2,School,Traditional peacock design,3,2,1122.9
180,Circular Design 180,1000,Traditional,Circular,4,Easy,Daisy,Marigold,Chrysanthemum,White,Yellow,White,8,2.4,4,Competition,Traditional circular design,3,2,1327.6
181,Lotus Design 181,1200,Modern,Lotus,8,Hard,Rose,Daisy,Jasmine,Pink,White,White,8,4.8,4,Competition,Modern lotus design,3,2,1257.9
182,Temple Style Design 182,1000,Floral,Temple Style,7,Medium,Rose,Tuberose,Jasmine,Pink,White,White,8,4.2,4,School,Floral temple style design,3,2,364.6
183,Lotus Design 183,1200,Temple,Lotus,6,Medium,Marigold,Jasmine,Rose,Yellow,White,Pink,6,3.6,3,School,Temple lotus design,3,3,829.3
184,Star Design 184,1200,Temple,Star,8,Hard,Jasmine,Chrysanthemum,Marigold,White,White,Yellow,4,4.8,3,Home,Temple star design,3,2,1243.5
185,Circular Design 185,1800,Modern,Circular,9,Hard,Jasmine,Chrysanthemum,Daisy,White,White,White,3,5.4,5,Office,Modern circular design,3,1,1255.6
186,Circular Design 186,1500,Temple,Circular,8,Hard,Chrysanthemum,Tuberose,Rose,White,White,Pink,5,4.8,3,Competition,Temple circular design,3,2,785.8
187,Star Design 187,800,Floral,Star,9,Hard,Rose,Lotus,Chrysanthemum,Pink,Pink,White,6,5.4,3,Home,Floral star design,3,2,1337.2
188,Star Design 188,1500,Temple,Star,8,Hard,Chrysanthemum,Daisy,Marigold,White,White,Yellow,3,4.8,3,Home,Temple star design,3,2,1008.0
189,Peacock Design 189,1800,Floral,Peacock,6,Medium,Marigold,Daisy,Orchid,Yellow,White,Purple,4,3.6,5,Competition,Floral peacock design,3,3,1551.5
190,Temple Style Design 190,1800,Traditional,Temple Style,6,Medium,Tuberose,Rose,Marigold,White,Pink,Yellow,3,3.6,4,Office,Traditional temple style design,3,3,2033.3
191,Star Design 191,2000,Modern,Star,6,Medium,Tuberose,Chrysanthemum,Lotus,White,White,Pink,3,3.6,2,Home,Modern star design,3,2,1864.3
192,Peacock Design 192,600,Temple,Peacock,4,Easy,Orchid,Lotus,Daisy,Purple,Pink,White,5,2.4,4,Home,Temple peacock design,3,3,2103.5
193,Lotus Design 193,1800,Modern,Lotus,6,Medium,Orchid,Daisy,Rose,Purple,White,Pink,7,3.6,2,Competition,Modern lotus design,3,3,831.3
194,Circular Design 194,800,Traditional,Circular,8,Hard,Rose,Tuberose,Chrysanthemum,Pink,White,White,8,4.8,4,School,Traditional circular design,3,2,598.2
195,Lotus Design 195,1500,Traditional,Lotus,6,Medium,Rose,Orchid,Tuberose,Pink,Purple,White,5,3.6,3,Competition,Traditional lotus design,3,3,925.6
196,Lotus Design 196,1500,Temple,Lotus,7,Medium,Tuberose,Rose,Jasmine,White,Pink,White,4,4.2,2,Office,Temple lotus design,3,2,1043.6
197,Lotus Design 197,1800,Temple,Lotus,5,Easy,Chrysanthemum,Tuberose,Jasmine,White,White,White,6,3.0,2,Home,Temple lotus design,3,1,2412.8
198,Peacock Design 198,800,Temple,Peacock,9,Hard,Chrysanthemum,Jasmine,Lotus,White,White,Pink,4,5.4,5,Competition,Temple peacock design,3,2,2218.3
199,Circular Design 199,1800,Floral,Circular,6,Medium,Rose,Orchid,Chrysanthemum,Pink,Purple,White,3,3.6,4,Home,Floral circular design,3,3,400.5
200,Temple Style Design 200,1800,Modern,Temple Style,4,Easy,Chrysanthemum,Jasmine,Lotus,White,White,Pink,5,2.4,5,Competition,Modern temple style design,3,2,1917.1
201,Star Design 201,1800,Modern,Star,8,Hard,Rose,Jasmine,Chrysanthemum,Pink,White,White,3,4.8,4,Home,Modern star design,3,2,1723.0
202,Star Design 202,800,Traditional,Star,8,Hard,Orchid,Chrysanthemum,Tuberose,Purple,White,White,4,4.8,2,School,Traditional star design,3,2,1409.1
203,Lotus Design 203,800,Temple,Lotus,5,Easy,Rose,Lotus,Orchid,Pink,Pink,Purple,6,3.0,5,Office,Temple lotus design,3,2,1710.4
204,Temple Style Design 204,800,Modern,Temple Style,7,Medium,Chrysanthemum,Jasmine,Lotus,White,White,Pink,7,4.2,2,Office,Modern temple style design,3,2,1854.2
205,Peacock Design 205,2000,Temple,Peacock,8,Hard,Tuberose,Rose,Daisy,White,Pink,White,3,4.8,5,Office,Temple peacock design,3,2,1637.8
206,Lotus Design 206,1500,Modern,Lotus,9,Hard,Orchid,Lotus,Marigold,Purple,Pink,Yellow,8,5.4,5,School,Modern lotus design,3,3,2044.5
207,Circular Design 207,1800,Floral,Circular,5,Easy,Jasmine,Lotus,Chrysanthemum,White,Pink,White,6,3.0,4,Home,Floral circular design,3,2,1061.4
208,Lotus Design 208,600,Traditional,Lotus,6,Medium,Lotus,Jasmine,Chrysanthemum,Pink,White,White,7,3.6,3,Home,Traditional lotus design,3,2,688.6
209,Lotus Design 209,1000,Modern,Lotus,8,Hard,Tuberose,Orchid,Chrysanthemum,White,Purple,White,7,4.8,3,Competition,Modern lotus design,3,2,1378.4
210,Lotus Design 210,2000,Traditional,Lotus,7,Medium,Orchid,Daisy,Lotus,Purple,White,Pink,6,4.2,5,Competition,Traditional lotus design,3,3,1769.0
211,Circular Design 211,1200,Traditional,Circular,7,Medium,Tuberose,Daisy,Rose,White,White,Pink,6,4.2,3,School,Traditional circular design,3,2,597.6
212,Temple Style Design 212,1000,Traditional,Temple Style,6,Medium,Marigold,Tuberose,Daisy,Yellow,White,White,5,3.6,3,Competition,Traditional temple style design,3,2,1085.5
213,Circular Design 213,1000,Floral,Circular,8,Hard,Jasmine,Daisy,Marigold,White,White,Yellow,8,4.8,3,Competition,Floral circular design,3,2,549.1
214,Circular Design 214,1200,Modern,Circular,5,Easy,Jasmine,Lotus,Rose,White,Pink,Pink,5,3.0,2,Home,Modern circular design,3,2,1108.8
215,Circular Design 215,1800,Modern,Circular,6,Medium,Marigold,Rose,Lotus,Yellow,Pink,Pink,5,3.6,4,Home,Modern circular design,3,2,1304.9
216,Circular Design 216,800,Traditional,Circular,5,Easy,Marigold,Rose,Orchid,Yellow,Pink,Purple,8,3.0,5,School,Traditional circular design,3,3,561.2
217,Circular Design 217,1800,Temple,Circular,8,Hard,Lotus,Chrysanthemum,Orchid,Pink,White,Purple,8,4.8,4,Competition,Temple circular design,3,3,1405.6
218,Lotus Design 218,1500,Floral,Lotus,5,Easy,Chrysanthemum,Lotus,Orchid,White,Pink,Purple,6,3.0,5,Competition,Floral lotus design,3,3,756.0
219,Lotus Design 219,800,Floral,Lotus,6,Medium,Orchid,Chrysanthemum,Lotus,Purple,White,Pink,8,3.6,2,Competition,Floral lotus design,3,3,1038.4
220,Circular Design 220,1500,Floral,Circular,8,Hard,Daisy,Lotus,Orchid,White,Pink,Purple,5,4.8,3,School,Floral circular design,3,3,964.7
221,Peacock Design 221,1800,Traditional,Peacock,4,Easy,Lotus,Daisy,Chrysanthemum,Pink,White,White,4,2.4,4,Home,Traditional peacock design,3,2,853.9
222,Star Design 222,1000,Traditional,Star,4,Easy,Rose,Orchid,Jasmine,Pink,Purple,White,3,2.4,2,Office,Traditional star design,3,3,961.4
223,Temple Style Design 223,1800,Floral,Temple Style,4,Easy,Tuberose,Chrysanthemum,Marigold,White,White,Yellow,7,2.4,2,Home,Floral temple style design,3,2,1398.8
224,Circular Design 224,800,Temple,Circular,4,Easy,Daisy,Jasmine,Lotus,White,White,Pink,7,2.4,4,Office,Temple circular design,3,2,1065.5
225,Star Design 225,800,Modern,Star,7,Medium,Orchid,Rose,Tuberose,Purple,Pink,White,5,4.2,4,School,Modern star design,3,3,515.2
226,Peacock Design 226,2000,Floral,Peacock,7,Medium,Tuberose,Lotus,Daisy,White,Pink,White,5,4.2,5,Home,Floral peacock design,3,2,2103.8
227,Star Design 227,800,Traditional,Star,4,Easy,Lotus,Marigold,Rose,Pink,Yellow,Pink,6,2.4,2,Home,Traditional star design,3,2,1684.5
228,Peacock Design 228,1500,Modern,Peacock,4,Easy,Lotus,Jasmine,Orchid,Pink,White,Purple,3,2.4,4,Competition,Modern peacock design,3,3,1819.0
229,Lotus Design 229,600,Traditional,Lotus,5,Easy,Orchid,Jasmine,Rose,Purple,White,Pink,3,3.0,2,School,Traditional lotus design,3,3,1338.1
230,Lotus Design 230,1000,Floral,Lotus,5,Easy,Daisy,Chrysanthemum,Orchid,White,White,Purple,5,3.0,2,Office,Floral lotus design,3,2,1548.2
231,Temple Style Design 231,1500,Floral,Temple Style,4,Easy,Lotus,Rose,Daisy,Pink,Pink,White,6,2.4,5,Office,Floral temple style design,3,2,706.9
232,Temple Style Design 232,1000,Traditional,Temple Style,9,Hard,Tuberose,Orchid,Daisy,White,Purple,White,6,5.4,4,Home,Traditional temple style design,3,2,495.0
233,Star Design 233,600,Temple,Star,9,Hard,Tuberose,Marigold,Daisy,White,Yellow,White,5,5.4,5,School,Temple star design,3,2,1132.9
234,Lotus Design 234,600,Floral,Lotus,6,Medium,Tuberose,Marigold,Jasmine,White,Yellow,White,8,3.6,2,Office,Floral lotus design,3,2,1459.3
235,Lotus Design 235,1800,Traditional,Lotus,8,Hard,Jasmine,Chrysanthemum,Tuberose,White,White,White,5,4.8,5,School,Traditional lotus design,3,1,1419.9
236,Peacock Design 236,1800,Temple,Peacock,8,Hard,Orchid,Chrysanthemum,Rose,Purple,White,Pink,4,4.8,3,School,Temple peacock design,3,3,704.2
237,Star Design 237,800,Modern,Star,8,Hard,Tuberose,Chrysanthemum,Jasmine,White,White,White,4,4.8,2,Office,Modern star design,3,1,881.9
238,Star Design 238,600,Traditional,Star,9,Hard,Lotus,Marigold,Daisy,Pink,Yellow,White,6,5.4,3,Home,Traditional star design,3,3,628.7
239,Temple Style Design 239,1500,Modern,Temple Style,7,Medium,Daisy,Rose,Chrysanthemum,White,Pink,White,7,4.2,2,Office,Modern temple style design,3,2,1473.6
240,Peacock Design 240,1200,Floral,Peacock,4,Easy,Daisy,Lotus,Jasmine,White,Pink,White,6,2.4,5,Office,Floral peacock design,3,2,702.2
241,Temple Style Design 241,1200,Temple,Temple Style,8,Hard,Jasmine,Daisy,Orchid,White,White,Purple,4,4.8,5,Home,Temple temple style design,3,2,1352.9
242,Peacock Design 242,800,Modern,Peacock,8,Hard,Tuberose,Daisy,Lotus,White,White,Pink,8,4.8,5,Home,Modern peacock design,3,2,1656.8
243,Circular Design 243,2000,Modern,Circular,6,Medium,Lotus,Tuberose,Daisy,Pink,White,White,6,3.6,5,School,Modern circular design,3,2,425.2
244,Circular Design 244,1500,Traditional,Circular,6,Medium,Chrysanthemum,Jasmine,Orchid,White,White,Purple,8,3.6,4,Home,Traditional circular design,3,2,1068.2
245,Lotus Design 245,1500,Floral,Lotus,4,Easy,Chrysanthemum,Orchid,Jasmine,White,Purple,White,5,2.4,2,School,Floral lotus design,3,2,1902.7
246,Lotus Design 246,2000,Modern,Lotus,7,Medium,Lotus,Tuberose,Jasmine,Pink,White,White,5,4.2,4,Home,Modern lotus design,3,2,1473.1
247,Peacock Design 247,1500,Floral,Peacock,9,Hard,Daisy,Tuberose,Jasmine,White,White,White,5,5.4,3,Home,Floral peacock design,3,1,515.2
248,Star Design 248,1500,Traditional,Star,9,Hard,Orchid,Tuberose,Jasmine,Purple,White,White,4,5.4,5,Home,Traditional star design,3,2,1420.1
249,Circular Design 249,1500,Modern,Circular,9,Hard,Orchid,Marigold,Tuberose,Purple,Yellow,White,5,5.4,2,Office,Modern circular design,3,3,1870.7
250,Temple Style Design 250,1800,Modern,Temple Style,7,Medium,Rose,Daisy,Orchid,Pink,White,Purple,7,4.2,2,Competition,Modern temple style design,3,3,1917.3
251,Circular Design 251,1200,Modern,Circular,5,Easy,Rose,Jasmine,Marigold,Pink,White,Yellow,5,3.0,3,School,Modern circular design,3,3,1186.2
252,Peacock Design 252,1200,Floral,Peacock,6,Medium,Rose,Orchid,Jasmine,Pink,Purple,White,5,3.6,3,Office,Floral peacock design,3,3,1286.3
253,Peacock Design 253,1800,Floral,Peacock,5,Easy,Tuberose,Daisy,Marigold,White,White,Yellow,7,3.0,2,Home,Floral peacock design,3,2,1349.4
254,Temple Style Design 254,2000,Traditional,Temple Style,5,Easy,Marigold,Orchid,Jasmine,Yellow,Purple,White,8,3.0,4,Office,Traditional temple style design,3,3,949.6
255,Temple Style Design 255,1500,Traditional,Temple Style,6,Medium,Daisy,Rose,Lotus,White,Pink,Pink,6,3.6,4,Office,Traditional temple style design,3,2,1184.0
256,Temple Style Design 256,1000,Floral,Temple Style,6,Medium,Jasmine,Rose,Daisy,White,Pink,White,4,3.6,4,Competition,Floral temple style design,3,2,1441.3
257,Star Design 257,1000,Temple,Star,6,Medium,Marigold,Jasmine,Daisy,Yellow,White,White,8,3.6,4,Office,Temple star design,3,2,592.9
258,Circular Design 258,800,Temple,Circular,4,Easy,Tuberose,Daisy,Lotus,White,White,Pink,7,2.4,4,Competition,Temple circular design,3,2,1293.5
259,Circular Design 259,600,Modern,Circular,4,Easy,Marigold,Orchid,Tuberose,Yellow,Purple,White,8,2.4,3,School,Modern circular design,3,3,604.5
260,Temple Style Design 260,800,Modern,Temple Style,4,Easy,Tuberose,Marigold,Rose,White,Yellow,Pink,8,2.4,4,Competition,Modern temple style design,3,3,532.7
261,Peacock Design 261,600,Floral,Peacock,8,Hard,Tuberose,Jasmine,Orchid,White,White,Purple,7,4.8,3,Office,Floral peacock design,3,2,2199.9
262,Star Design 262,1800,Traditional,Star,9,Hard,Tuberose,Rose,Orchid,White,Pink,Purple,3,5.4,3,Office,Traditional star design,3,3,2333.4
263,Star Design 263,1200,Modern,Star,9,Hard,Tuberose,Rose,Lotus,White,Pink,Pink,4,5.4,4,Home,Modern star design,3,2,1113.9
264,Lotus Design 264,1000,Temple,Lotus,9,Hard,Chrysanthemum,Tuberose,Marigold,White,White,Yellow,7,5.4,3,Competition,Temple lotus design,3,2,1609.5
265,Lotus Design 265,1000,Floral,Lotus,8,Hard,Rose,Orchid,Tuberose,Pink,Purple,White,8,4.8,4,Home,Floral lotus design,3,3,1311.0
266,Lotus Design 266,1200,Traditional,Lotus,5,Easy,Rose,Jasmine,Orchid,Pink,White,Purple,4,3.0,2,School,Traditional lotus design,3,3,716.4
267,Lotus Design 267,800,Modern,Lotus,8,Hard,Daisy,Jasmine,Marigold,White,White,Yellow,3,4.8,4,School,Modern lotus design,3,2,992.9
268,Temple Style Design 268,1200,Temple,Temple Style,4,Easy,Jasmine,Marigold,Orchid,White,Yellow,Purple,5,2.4,3,Competition,Temple temple style design,3,3,546.7
269,Lotus Design 269,1800,Temple,Lotus,6,Medium,Marigold,Tuberose,Chrysanthemum,Yellow,White,White,8,3.6,5,School,Temple lotus design,3,2,1280.8
270,Star Design 270,2000,Temple,Star,9,Hard,Chrysanthemum,Marigold,Rose,White,Yellow,Pink,8,5.4,5,Home,Temple star design,3,3,1704.0
271,Circular Design 271,600,Temple,Circular,8,Hard,Tuberose,Orchid,Marigold,White,Purple,Yellow,8,4.8,3,Office,Temple circular design,3,3,1108.8
272,Circular Design 272,1800,Floral,Circular,7,Medium,Jasmine,Lotus,Chrysanthemum,White,Pink,White,8,4.2,4,Office,Floral circular design,3,2,1098.4
273,Circular Design 273,1200,Temple,Circular,7,Medium,Orchid,Rose,Tuberose,Purple,Pink,White,6,4.2,5,Home,Temple circular design,3,3,505.0
274,Temple Style Design 274,1500,Floral,Temple Style,7,Medium,Orchid,Rose,Tuberose,Purple,Pink,White,7,4.2,4,School,Floral temple style design,3,3,1908.5
275,Temple Style Design 275,600,Temple,Temple Style,6,Medium,Jasmine,Marigold,Daisy,White,Yellow,White,7,3.6,4,Competition,Temple temple style design,3,2,936.0
276,Lotus Design 276,800,Modern,Lotus,4,Easy,Lotus,Tuberose,Rose,Pink,White,Pink,6,2.4,5,Home,Modern lotus design,3,2,737.1
277,Star Design 277,800,Floral,Star,8,Hard,Chrysanthemum,Tuberose,Lotus,White,White,Pink,6,4.8,4,Home,Floral star design,3,2,1095.7
278,Star Design 278,1000,Modern,Star,5,Easy,Daisy,Marigold,Tuberose,White,Yellow,White,8,3.0,2,Competition,Modern star design,3,2,850.7
279,Circular Design 279,1200,Temple,Circular,6,Medium,Jasmine,Orchid,Lotus,White,Purple,Pink,7,3.6,3,School,Temple circular design,3,3,1049.9
280,Peacock Design 280,1500,Temple,Peacock,5,Easy,Marigold,Chrysanthemum,Tuberose,Yellow,White,White,7,3.0,3,School,Temple peacock design,3,2,881.2
281,Lotus Design 281,1800,Modern,Lotus,5,Easy,Orchid,Rose,Lotus,Purple,Pink,Pink,6,3.0,2,School,Modern lotus design,3,2,1115.9
282,Peacock Design 282,600,Modern,Peacock,6,Medium,Lotus,Marigold,Rose,Pink,Yellow,Pink,8,3.6,2,School,Modern peacock design,3,2,789.0
283,Temple Style Design 283,1500,Floral,Temple Style,8,Hard,Marigold,Lotus,Chrysanthemum,Yellow,Pink,White,4,4.8,2,Home,Floral temple style design,3,3,1609.6
284,Peacock Design 284,600,Floral,Peacock,9,Hard,Rose,Chrysanthemum,Lotus,Pink,White,Pink,7,5.4,5,School,Floral peacock design,3,2,838.7
285,Temple Style Design 285,1200,Modern,Temple Style,9,Hard,Tuberose,Rose,Marigold,White,Pink,Yellow,5,5.4,4,Home,Modern temple style design,3,3,523.0
286,Circular Design 286,1800,Modern,Circular,9,Hard,Daisy,Marigold,Jasmine,White,Yellow,White,8,5.4,4,Competition,Modern circular design,3,2,2133.9
287,Peacock Design 287,1800,Temple,Peacock,6,Medium,Rose,Tuberose,Orchid,Pink,White,Purple,7,3.6,4,Competition,Temple peacock design,3,3,923.9
288,Temple Style Design 288,2000,Temple,Temple Style,8,Hard,Tuberose,Daisy,Lotus,White,White,Pink,6,4.8,5,Home,Temple temple style design,3,2,1195.4
289,Circular Design 289,2000,Traditional,Circular,4,Easy,Daisy,Orchid,Marigold,White,Purple,Yellow,3,2.4,3,Competition,Traditional circular design,3,3,620.6
290,Star Design 290,1800,Traditional,Star,4,Easy,Jasmine,Orchid,Lotus,White,Purple,Pink,5,2.4,2,School,Traditional star design,3,3,448.3
291,Star Design 291,1500,Floral,Star,4,Easy,Chrysanthemum,Lotus,Jasmine,White,Pink,White,5,2.4,5,Competition,Floral star design,3,2,1257.0
292,Star Design 292,600,Floral,Star,4,Easy,Orchid,Tuberose,Lotus,Purple,White,Pink,8,2.4,2,Office,Floral star design,3,3,2034.7
293,Lotus Design 293,1500,Modern,Lotus,7,Medium,Chrysanthemum,Orchid,Rose,White,Purple,Pink,6,4.2,4,Competition,Modern lotus design,3,3,1024.5
294,Peacock Design 294,1000,Floral,Peacock,8,Hard,Daisy,Chrysanthemum,Rose,White,White,Pink,5,4.8,3,Office,Floral peacock design,3,2,1116.5
295,Temple Style Design 295,600,Temple,Temple Style,7,Medium,Orchid,Lotus,Rose,Purple,Pink,Pink,4,4.2,3,Home,Temple temple style design,3,2,1105.3
296,Peacock Design 296,800,Traditional,Peacock,6,Medium,Tuberose,Chrysanthemum,Orchid,White,White,Purple,6,3.6,4,Home,Traditional peacock design,3,2,1240.2
297,Temple Style Design 297,1200,Temple,Temple Style,6,Medium,Marigold,Tuberose,Chrysanthemum,Yellow,White,White,8,3.6,2,Office,Temple temple style design,3,2,1353.7
298,Peacock Design 298,1000,Traditional,Peacock,9,Hard,Jasmine,Orchid,Lotus,White,Purple,Pink,3,5.4,5,Office,Traditional peacock design,3,3,1369.8
299,Lotus Design 299,1800,Traditional,Lotus,5,Easy,Orchid,Jasmine,Rose,Purple,White,Pink,8,3.0,4,School,Traditional lotus design,3,3,1220.8
300,Temple Style Design 300,1800,Traditional,Temple Style,9,Hard,Daisy,Jasmine,Lotus,White,White,Pink,6,5.4,5,Office,Traditional temple style design,3,2,1188.7
301,Temple Style Heritage 301,1200,Modern,Temple Style,5,Easy,Rose,Marigold,Daisy,Pink,Yellow,White,8,3.1,2,Competition,Modern temple style Pookalam suitable for competition celebrations.,3,3,1167.9
302,Star Heritage 302,600,Modern,Star,8,Hard,Marigold,Tuberose,Lotus,Yellow,White,Pink,4,5.3,5,School,Modern star Pookalam suitable for school celebrations.,3,3,642.8
303,Circular Heritage 303,2000,Modern,Circular,6,Medium,Tuberose,Orchid,Chrysanthemum,White,Purple,White,5,3.7,4,Home,Modern circular Pookalam suitable for home celebrations.,3,2,2251.6
304,Butterfly Heritage 304,1500,Temple,Butterfly,4,Easy,Rose,Jasmine,Marigold,Pink,White,Yellow,8,2.9,2,Competition,Temple butterfly Pookalam suitable for competition celebrations.,3,3,1037.6
305,Conch Heritage 305,1200,Temple,Conch,9,Hard,Rose,Orchid,Chrysanthemum,Pink,Purple,White,3,5.2,3,Office,Temple conch Pookalam suitable for office celebrations.,3,3,1056.8
306,Peacock Heritage 306,1500,Floral,Peacock,7,Medium,Rose,Lotus,Tuberose,Pink,Pink,White,8,4.9,3,Office,Floral peacock Pookalam suitable for office celebrations.,3,2,1120.8
307,Temple Style Heritage 307,1000,Traditional,Temple Style,8,Hard,Daisy,Rose,Tuberose,White,Pink,White,8,4.8,5,Competition,Traditional temple style Pookalam suitable for competition celebrations.,3,2,1147.0
308,Nilavilakku Heritage 308,1800,Modern,Circular,4,Easy,Orchid,Daisy,Lotus,Purple,White,Pink,4,3.2,4,Competition,Modern nilavilakku Pookalam suitable for competition celebrations.,3,3,2209.9
309,Conch Heritage 309,1200,Temple,Conch,9,Hard,Orchid,Marigold,Rose,Purple,Yellow,Pink,6,5.5,5,School,Temple conch Pookalam suitable for school celebrations.,3,3,968.3
310,Nilavilakku Heritage 310,2000,Temple,Temple Style,8,Hard,Orchid,Rose,Lotus,Purple,Pink,Pink,6,5.0,3,Competition,Temple nilavilakku Pookalam suitable for competition celebrations.,3,2,1058.3
311,Peacock Heritage 311,1000,Modern,Peacock,9,Hard,Rose,Lotus,Marigold,Pink,Pink,Yellow,6,5.7,5,Competition,Modern peacock Pookalam suitable for competition celebrations.,3,2,1454.5
312,Nilavilakku Heritage 312,800,Traditional,Lotus,9,Hard,Tuberose,Orchid,Chrysanthemum,White,Purple,White,7,5.9,4,Home,Traditional nilavilakku Pookalam suitable for home celebrations.,3,2,1657.9
313,Kathakali Heritage 313,1500,Traditional,Peacock,8,Hard,Orchid,Jasmine,Rose,Purple,White,Pink,4,5.1,2,Office,Traditional kathakali Pookalam suitable for office celebrations.,3,3,797.0
314,Lotus Heritage 314,1800,Traditional,Lotus,7,Medium,Jasmine,Rose,Chrysanthemum,White,Pink,White,3,4.2,4,Office,Traditional lotus Pookalam suitable for office celebrations.,3,2,960.6
315,Conch Heritage 315,800,Traditional,Conch,9,Hard,Jasmine,Marigold,Rose,White,Yellow,Pink,6,6.0,3,School,Traditional conch Pookalam suitable for school celebrations.,3,3,1854.8
316,Temple Style Heritage 316,1200,Floral,Temple Style,8,Hard,Tuberose,Orchid,Rose,White,Purple,Pink,8,5.3,4,Competition,Floral temple style Pookalam suitable for competition celebrations.,3,3,1055.5
317,Kathakali Heritage 317,1200,Traditional,Peacock,5,Easy,Daisy,Jasmine,Orchid,White,White,Purple,3,3.3,3,School,Traditional kathakali Pookalam suitable for school celebrations.,3,2,651.0
318,Circular Heritage 318,800,Modern,Circular,4,Easy,Marigold,Tuberose,Daisy,Yellow,White,White,5,2.5,3,Office,Modern circular Pookalam suitable for office celebrations.,3,2,640.5
319,Lotus Heritage 319,1200,Floral,Lotus,7,Medium,Tuberose,Rose,Orchid,White,Pink,Purple,6,4.2,2,Competition,Floral lotus Pookalam suitable for competition celebrations.,3,3,1040.0
320,Kathakali Heritage 320,800,Traditional,Peacock,4,Easy,Daisy,Jasmine,Lotus,White,White,Pink,6,3.1,2,School,Traditional kathakali Pookalam suitable for school celebrations.,3,2,869.5
321,Kathakali Pookalam 01,1015,Kathakali,Circular,4,Medium,Chrysanthemum,Rose,Chethi,Green,Red,Yellow,5,3.0,3,Onam,"Kathakali-inspired Onam Pookalam with a circular pattern, 4 floral layers, and a green-red colour palette.",3,3,582.0
322,Kathakali Pookalam 02,1170,Kathakali,Peacock,5,Hard,Rose,Chrysanthemum,Marigold,Green,Red,Yellow,6,4.0,4,Onam,"Kathakali-inspired Onam Pookalam with a peacock design pattern, 5 floral layers, and a green-red colour palette.",3,3,682.0
323,Kathakali Pookalam 03,1325,Kathakali,Temple Style,6,Hard,Marigold,Rose,Chethi,Yellow,Red,Green,7,5.0,5,Onam,"Kathakali-inspired Onam Pookalam with a temple style pattern, 6 floral layers, and a yellow-red colour palette.",3,3,591.0
324,Kathakali Pookalam 04,860,Kathakali,Circular,3,Easy,Marigold,Chrysanthemum,Chethi,Yellow,Green,Red,4,2.0,2,Home,"Kathakali-inspired Onam Pookalam with a circular pattern, 3 floral layers, and a yellow-green colour palette.",3,3,581.5
325,Kathakali Pookalam 05,1170,Kathakali,Lotus,5,Medium,Rose,Marigold,Jasmine,Red,Yellow,White,6,3.5,4,Onam,"Kathakali-inspired Onam Pookalam with a lotus pattern, 5 floral layers, and a red-yellow colour palette.",3,3,606.5
326,Kathakali Pookalam 06,1015,Kathakali,Temple Style,4,Medium,Chrysanthemum,Marigold,Rose,Green,Yellow,Red,5,3.0,3,Home,"Kathakali-inspired Onam Pookalam with a temple style pattern, 4 floral layers, and a green-yellow colour palette.",3,3,561.5
327,Kathakali Pookalam 07,1370,Kathakali,Peacock,6,Hard,Rose,Chethi,Chrysanthemum,Red,Green,Yellow,8,5.0,5,Onam,"Kathakali-inspired Onam Pookalam with a peacock design pattern, 6 floral layers, and a red-green colour palette.",3,3,584.0
328,Kathakali Pookalam 08,1215,Kathakali,Circular,5,Medium,Marigold,Rose,Chrysanthemum,Yellow,Red,Green,7,4.0,4,Competition,"Kathakali-inspired Onam Pookalam with a circular pattern, 5 floral layers, and a yellow-red colour palette.",3,3,606.5
329,Kathakali Pookalam 09,1015,Kathakali,Lotus,4,Medium,Chrysanthemum,Jasmine,Rose,Green,White,Red,5,3.0,3,Home,"Kathakali-inspired Onam Pookalam with a lotus pattern, 4 floral layers, and a green-white colour palette.",3,3,612.0
330,Kathakali Pookalam 10,1480,Kathakali,Temple Style,7,Hard,Marigold,Rose,Chrysanthemum,Yellow,Red,Green,8,5.5,5,Competition,"Kathakali-inspired Onam Pookalam with a temple style pattern, 7 floral layers, and a yellow-red colour palette.",3,3,601.5
331,Vallamkali Pookalam 01,1015,Vallamkali,Circular,4,Medium,Marigold,Jasmine,Green Leaves,Yellow,White,Green,5,3.0,3,Onam,"Vallamkali-inspired Onam Pookalam with a circular pattern, 4 floral layers, and a yellow-white colour palette.",3,3,642.0
332,Vallamkali Pookalam 02,1170,Vallamkali,Peacock,5,Hard,Chrysanthemum,Marigold,Rose,White,Yellow,Red,6,4.0,4,Onam,"Vallamkali-inspired Onam Pookalam with a peacock design pattern, 5 floral layers, and a white-yellow colour palette.",3,3,604.5
