design_id,flower,role,quantity_kg
177,Lotus,Secondary,0.6
178,Chethi,Accent,0.28
178,Marigold,Accent,1.21
178,Orchid,Accent,1.53
178,Rose,Accent,1.3
178,Jasmine,Primary,1.88
178,Lotus,Secondary,1.84
179,Chethi,Accent,0.3
179,Jasmine,Accent,1.09
179,Marigold,Accent,1.09
179,Orchid,Accent,0.86
179,Rose,Accent,0.76
179,Chrysanthemum,Secondary,0.77
180,Chethi,Accent,0.43
180,Chrysanthemum,Accent,1.05
180,Jasmine,Accent,1.19
180,Orchid,Accent,0.91
180,Rose,Accent,1.32
180,Marigold,Secondary,1.05
181,Green Leaves,Accent,0.24
181,Jasmine,Accent,1.17
181,Orchid,Accent,1.14
181,Rose,Primary,1.47
181,Marigold,Secondary,0.99
182,Green Leaves,Accent,0.36
182,Jasmine,Accent,0.73
182,Daisy,Primary,0.53
182,Chrysanthemum,Secondary,0.68
183,Chethi,Accent,0.59
183,Daisy,Accent,0.89
183,Green Leaves,Accent,0.19
183,Lotus,Accent,0.79
183,Marigold,Accent,0.86
183,Rose,Primary,0.53
183,Jasmine,Secondary,0.72
184,Arali,Accent,0.43
184,Daisy,Accent,1.18
184,Jasmine,Accent,0.89
184,Orchid,Accent,0.87
184,Lotus,Primary,0.79
184,Rose,Secondary,0.8
185,Lotus,Accent,1.01
185,Orchid,Accent,1.31
185,Rose,Accent,1.0
185,Chrysanthemum,Primary,0.84
186,Daisy,Accent,0.98
186,Green Leaves,Accent,0.22
186,Orchid,Accent,0.9
186,Chrysanthemum,Secondary,1.41
187,Chethi,Accent,0.51
187,Chrysanthemum,Accent,2.55
187,Green Leaves,Accent,0.19
187,Lotus,Accent,1.88
187,Daisy,Primary,2.54
188,Lotus,Accent,1.12
188,Marigold,Accent,1.31
188,Rose,Accent,1.02
188,Chrysanthemum,Primary,1.14
188,Daisy,Secondary,1.32
189,Chethi,Accent,0.34
189,Chrysanthemum,Accent,1.1
189,Green Leaves,Accent,0.3
189,Lotus,Accent,1.14
189,Orchid,Accent,1.05
189,Rose,Accent,1.15
189,Jasmine,Primary,1.03
190,Daisy,Accent,2.21
190,Green Leaves,Accent,0.38
190,Lotus,Accent,1.84
190,Orchid,Secondary,2.35
191,Arali,Accent,0.53
191,Chrysanthemum,Accent,1.73
191,Jasmine,Accent,1.93
191,Lotus,Primary,1.27
191,Orchid,Secondary,1.39
192,Arali,Accent,0.45
192,Chrysanthemum,Accent,2.05
192,Orchid,Primary,2.39
192,Jasmine,Secondary,2.27
193,Chethi,Accent,0.49
193,Daisy,Accent,0.49
193,Green Leaves,Accent,0.3
193,Jasmine,Accent,0.57
193,Orchid,Accent,0.46
193,Rose,Accent,0.38
193,Lotus,Primary,0.59
193,Marigold,Secondary,0.51
194,Orchid,Accent,0.78
194,Marigold,Primary,0.56
194,Lotus,Secondary,0.47
195,Chrysanthemum,Accent,0.95
195,Daisy,Accent,1.07
195,Green Leaves,Accent,0.42
195,Jasmine,Primary,0.93
195,Orchid,Secondary,0.8
196,Chrysanthemum,Accent,1.69
196,Green Leaves,Accent,0.36
196,Orchid,Primary,1.24
196,Daisy,Secondary,1.3
197,Chethi,Accent,0.53
197,Lotus,Accent,1.79
197,Rose,Accent,1.91
197,Jasmine,Primary,1.51
197,Orchid,Secondary,2.15
198,Arali,Accent,0.3
198,Jasmine,Accent,1.4
198,Marigold,Accent,1.8
198,Orchid,Accent,1.71
198,Lotus,Primary,1.71
198,Daisy,Secondary,1.91
199,Green Leaves,Accent,0.38
199,Jasmine,Accent,0.77
199,Rose,Accent,0.67
199,Marigold,Secondary,0.57
200,Arali,Accent,0.54
200,Chrysanthemum,Accent,1.56
200,Daisy,Accent,1.71
200,Orchid,Accent,1.28
200,Lotus,Primary,1.75
200,Rose,Secondary,1.37
201,Chethi,Accent,0.34
201,Chrysanthemum,Accent,1.38
201,Lotus,Accent,1.62
201,Orchid,Primary,1.46
201,Rose,Secondary,1.46
202,Arali,Accent,0.55
202,Daisy,Accent,1.14
202,Lotus,Accent,1.39
202,Rose,Accent,1.64
202,Jasmine,Primary,1.23
202,Marigold,Secondary,1.46
203,Arali,Accent,0.41
203,Chethi,Accent,0.28
203,Daisy,Accent,1.79
203,Lotus,Accent,1.54
203,Rose,Primary,2.15
203,Jasmine,Secondary,2.15
204,Arali,Accent,0.4
204,Lotus,Accent,1.08
204,Marigold,Accent,1.68
204,Orchid,Accent,1.51
204,Chrysanthemum,Primary,1.54
204,Jasmine,Secondary,1.24
205,Arali,Accent,0.4
205,Daisy,Accent,1.46
205,Green Leaves,Accent,0.38
205,Marigold,Accent,1.21
205,Orchid,Accent,1.1
205,Lotus,Primary,1.44
205,Rose,Secondary,1.41
206,Arali,Accent,0.48
206,Chethi,Accent,0.29
206,Chrysanthemum,Accent,2.7
206,Marigold,Accent,1.87
206,Rose,Primary,2.7
206,Orchid,Secondary,1.71
207,Green Leaves,Accent,0.28
207,Rose,Accent,1.8
207,Lotus,Primary,1.59
207,Chrysanthemum,Secondary,1.76
208,Arali,Accent,0.6
208,Chrysanthemum,Accent,0.67
208,Green Leaves,Accent,0.34
208,Jasmine,Accent,0.67
208,Orchid,Accent,0.57
208,Daisy,Primary,0.41
209,Arali,Accent,0.31
209,Chrysanthemum,Accent,1.44
209,Orchid,Accent,1.09
209,Lotus,Primary,1.25
209,Rose,Secondary,1.22
210,Chethi,Accent,0.49
210,Chrysanthemum,Accent,1.28
210,Daisy,Accent,1.67
210,Lotus,Accent,1.74
210,Marigold,Primary,1.06
210,Orchid,Secondary,1.3
211,Green Leaves,Accent,0.34
211,Jasmine,Accent,1.08
211,Daisy,Primary,1.06
211,Marigold,Secondary,1.44
212,Chethi,Accent,0.29
212,Green Leaves,Accent,0.32
212,Marigold,Accent,0.9
212,Orchid,Accent,1.2
212,Lotus,Primary,1.06
213,Arali,Accent,0.53
213,Chrysanthemum,Accent,0.55
213,Green Leaves,Accent,0.49
213,Marigold,Accent,0.86
213,Rose,Accent,0.66
213,Lotus,Secondary,0.54
214,Arali,Accent,0.27
214,Marigold,Accent,1.1
214,Rose,Accent,0.98
214,Lotus,Primary,0.71
214,Orchid,Secondary,1.11
215,Chrysanthemum,Accent,0.82
215,Daisy,Accent,0.74
215,Green Leaves,Accent,0.19
215,Marigold,Accent,0.84
215,Rose,Accent,1.22
215,Orchid,Primary,1.0
215,Lotus,Secondary,0.88
216,Chethi,Accent,0.42
216,Marigold,Accent,0.95
216,Daisy,Primary,1.04
216,Lotus,Secondary,0.83
217,Arali,Accent,0.2
217,Chethi,Accent,0.24
217,Chrysanthemum,Accent,2.27
217,Rose,Accent,1.36
217,Marigold,Primary,1.55
217,Lotus,Secondary,1.99
218,Arali,Accent,0.38
218,Chrysanthemum,Accent,0.77
218,Daisy,Accent,0.44
218,Lotus,Accent,0.42
218,Orchid,Accent,0.63
218,Rose,Secondary,0.58
219,Chethi,Accent,0.3
219,Chrysanthemum,Accent,1.22
219,Daisy,Accent,0.81
219,Jasmine,Accent,1.11
219,Marigold,Primary,1.09
219,Lotus,Secondary,1.03
220,Jasmine,Accent,1.48
220,Daisy,Primary,2.35
220,Marigold,Secondary,2.41
221,Chethi,Accent,0.36
221,Chrysanthemum,Accent,1.44
221,Rose,Primary,1.81
221,Jasmine,Secondary,1.09
222,Green Leaves,Accent,0.39
222,Lotus,Accent,1.37
222,Marigold,Accent,1.39
222,Rose,Accent,1.25
222,Daisy,Primary,1.07
223,Green Leaves,Accent,0.48
223,Orchid,Accent,1.99
223,Rose,Secondary,2.11
224,Chethi,Accent,0.25
224,Chrysanthemum,Accent,0.54
224,Daisy,Accent,0.68
224,Marigold,Accent,0.5
224,Orchid,Accent,0.83
224,Lotus,Primary,0.73
224,Jasmine,Secondary,0.68
225,Chethi,Accent,0.35
225,Green Leaves,Accent,0.42
225,Marigold,Accent,0.99
225,Rose,Primary,1.18
225,Daisy,Secondary,0.85
226,Marigold,Accent,1.61
226,Orchid,Accent,1.72
226,Lotus,Primary,2.26
226,Rose,Secondary,2.07
227,Green Leaves,Accent,0.5
227,Jasmine,Accent,1.05
227,Marigold,Accent,1.2
227,Orchid,Accent,1.46
227,Daisy,Primary,1.6
227,Lotus,Secondary,1.05
228,Green Leaves,Accent,0.17
228,Jasmine,Accent,1.59
228,Orchid,Primary,2.01
228,Lotus,Secondary,1.36
229,Chrysanthemum,Accent,1.39
229,Daisy,Accent,0.87
229,Rose,Accent,0.78
229,Orchid,Primary,1.13
229,Jasmine,Secondary,1.3
230,Chethi,Accent,0.45
230,Chrysanthemum,Accent,1.32
230,Lotus,Accent,0.8
230,Orchid,Accent,1.31
230,Marigold,Primary,1.32
230,Jasmine,Secondary,0.97
231,Chethi,Accent,0.26
231,Chrysanthemum,Accent,1.36
231,Jasmine,Accent,0.89
231,Lotus,Primary,0.85
232,Chethi,Accent,0.26
232,Rose,Accent,1.15
232,Lotus,Primary,0.83
233,Daisy,Accent,1.02
233,Green Leaves,Accent,0.36
233,Marigold,Accent,0.98
233,Rose,Accent,0.79
233,Orchid,Primary,1.05
233,Jasmine,Secondary,0.79
234,Chethi,Accent,0.32
234,Jasmine,Accent,1.01
234,Lotus,Accent,0.75
234,Marigold,Accent,0.79
234,Orchid,Accent,1.16
234,Daisy,Primary,0.84
234,Chrysanthemum,Secondary,1.07
235,Arali,Accent,0.23
235,Jasmine,Accent,1.09
235,Marigold,Accent,1.28
235,Orchid,Accent,1.08
235,Lotus,Primary,0.84
235,Daisy,Secondary,1.34
236,Arali,Accent,0.52
236,Marigold,Accent,0.67
236,Orchid,Accent,0.44
236,Rose,Primary,0.68
236,Lotus,Secondary,0.73
237,Chethi,Accent,0.42
237,Green Leaves,Accent,0.3
237,Marigold,Accent,1.33
237,Daisy,Primary,1.01
237,Lotus,Secondary,1.71
238,Arali,Accent,0.23
238,Chethi,Accent,0.27
238,Chrysanthemum,Accent,0.94
238,Lotus,Accent,1.07
238,Marigold,Secondary,0.9
239,Green Leaves,Accent,0.44
239,Rose,Accent,1.87
239,Jasmine,Primary,1.7
239,Orchid,Secondary,1.38
240,Chrysanthemum,Accent,1.09
240,Marigold,Accent,1.19
240,Lotus,Primary,0.94
240,Daisy,Secondary,0.96
241,Arali,Accent,0.48
241,Chrysanthemum,Accent,0.82
241,Jasmine,Accent,0.95
241,Lotus,Primary,1.01
241,Orchid,Secondary,1.28
242,Arali,Accent,0.38
242,Green Leaves,Accent,0.36
242,Jasmine,Accent,1.56
242,Orchid,Accent,1.24
242,Marigold,Primary,1.46
242,Lotus,Secondary,1.36
243,Rose,Accent,1.04
243,Chrysanthemum,Primary,1.7
244,Arali,Accent,0.29
244,Daisy,Accent,1.08
244,Green Leaves,Accent,0.16
244,Orchid,Accent,0.69
244,Rose,Accent,1.2
244,Lotus,Secondary,1.08
245,Chethi,Accent,0.47
245,Daisy,Accent,1.68
245,Green Leaves,Accent,0.5
245,Orchid,Accent,1.7
245,Chrysanthemum,Primary,2.02
245,Lotus,Secondary,1.52
246,Chethi,Accent,0.51
246,Daisy,Accent,2.42
246,Rose,Accent,2.5
246,Marigold,Primary,1.85
246,Jasmine,Secondary,1.64
247,Green Leaves,Accent,0.38
247,Rose,Accent,0.73
247,Jasmine,Primary,0.96
247,Daisy,Secondary,0.96
248,Daisy,Accent,1.83
248,Lotus,Accent,1.61
248,Rose,Accent,1.44
248,Jasmine,Secondary,1.76
249,Daisy,Accent,0.99
249,Green Leaves,Accent,0.3
249,Lotus,Accent,1.73
249,Orchid,Accent,1.49
249,Rose,Accent,1.6
249,Chrysanthemum,Primary,1.25
250,Arali,Accent,0.33
250,Chethi,Accent,0.34
250,Lotus,Accent,1.81
250,Orchid,Accent,1.23
250,Jasmine,Primary,1.64
250,Daisy,Secondary,1.99
251,Arali,Accent,0.4
251,Chethi,Accent,0.36
251,Marigold,Accent,1.03
251,Orchid,Accent,1.32
251,Rose,Secondary,1.67
252,Arali,Accent,0.38
252,Chethi,Accent,0.33
252,Lotus,Accent,1.51
252,Marigold,Accent,1.26
252,Rose,Primary,1.15
252,Jasmine,Secondary,1.52
253,Arali,Accent,0.55
253,Chrysanthemum,Accent,1.59
253,Daisy,Accent,1.56
253,Lotus,Primary,1.41
253,Jasmine,Secondary,1.74
254,Arali,Accent,0.28
254,Chethi,Accent,0.37
254,Jasmine,Accent,1.33
254,Marigold,Accent,0.97
254,Rose,Primary,0.92
254,Lotus,Secondary,0.82
255,Arali,Accent,0.45
255,Daisy,Accent,1.72
255,Rose,Primary,2.23
255,Jasmine,Secondary,2.02
256,Arali,Accent,0.57
256,Chethi,Accent,0.42
256,Lotus,Accent,1.19
256,Orchid,Accent,1.2
256,Jasmine,Primary,0.85
256,Marigold,Secondary,1.17
257,Chrysanthemum,Accent,0.95
257,Green Leaves,Accent,0.32
257,Marigold,Accent,0.99
257,Daisy,Primary,1.31
257,Rose,Secondary,0.86
258,Daisy,Accent,1.16
258,Green Leaves,Accent,0.36
258,Jasmine,Accent,1.29
258,Lotus,Accent,1.04
258,Rose,Accent,1.1
258,Chrysanthemum,Primary,0.87
258,Marigold,Secondary,1.42
259,Chethi,Accent,0.32
259,Chrysanthemum,Accent,0.52
259,Lotus,Accent,0.45
259,Rose,Accent,0.34
259,Jasmine,Primary,0.41
259,Orchid,Secondary,0.37
260,Arali,Accent,0.24
260,Chrysanthemum,Accent,0.61
260,Daisy,Accent,0.57
260,Rose,Accent,0.73
260,Lotus,Secondary,0.71
261,Marigold,Accent,2.52
261,Orchid,Primary,2.93
261,Jasmine,Secondary,1.73
262,Chrysanthemum,Accent,1.64
262,Daisy,Accent,1.66
262,Orchid,Accent,2.24
262,Rose,Primary,2.05
262,Lotus,Secondary,1.33
263,Chethi,Accent,0.46
263,Chrysanthemum,Accent,0.91
263,Jasmine,Accent,0.83
263,Lotus,Accent,0.95
263,Marigold,Accent,0.75
263,Orchid,Secondary,0.67
264,Green Leaves,Accent,0.25
264,Marigold,Accent,1.73
264,Orchid,Accent,1.66
264,Rose,Primary,1.98
264,Chrysanthemum,Secondary,1.45
265,Arali,Accent,0.59
265,Chrysanthemum,Accent,1.43
265,Daisy,Accent,1.5
265,Green Leaves,Accent,0.24
265,Orchid,Accent,0.97
265,Lotus,Primary,1.16
266,Arali,Accent,0.57
266,Chethi,Accent,0.4
266,Chrysanthemum,Accent,2.22
266,Marigold,Primary,2.31
267,Chrysanthemum,Accent,1.69
267,Marigold,Accent,1.72
267,Daisy,Primary,1.23
267,Lotus,Secondary,1.3
268,Marigold,Accent,1.17
268,Lotus,Primary,0.83
268,Daisy,Secondary,1.21
269,Arali,Accent,0.34
269,Daisy,Accent,0.96
269,Orchid,Accent,1.24
269,Jasmine,Primary,1.4
269,Marigold,Secondary,1.21
270,Arali,Accent,0.31
270,Chethi,Accent,0.32
270,Lotus,Accent,1.4
270,Orchid,Accent,1.67
270,Chrysanthemum,Primary,1.57
270,Marigold,Secondary,1.2
271,Arali,Accent,0.38
271,Green Leaves,Accent,0.45
271,Orchid,Accent,1.16
271,Chrysanthemum,Primary,0.88
271,Jasmine,Secondary,1.35
272,Arali,Accent,0.42
272,Marigold,Accent,0.7
272,Orchid,Accent,1.0
272,Jasmine,Primary,0.62
272,Lotus,Secondary,1.03
273,Arali,Accent,0.57
273,Chrysanthemum,Accent,1.54
273,Daisy,Primary,1.7
274,Marigold,Accent,1.57
274,Orchid,Accent,1.72
274,Rose,Accent,1.2
274,Jasmine,Primary,1.76
274,Daisy,Secondary,1.57
275,Chrysanthemum,Accent,1.04
275,Jasmine,Accent,1.38
275,Daisy,Primary,1.64
275,Rose,Secondary,1.29
276,Arali,Accent,0.29
276,Chrysanthemum,Accent,1.02
276,Lotus,Accent,1.19
276,Marigold,Accent,0.81
276,Daisy,Primary,0.81
277,Arali,Accent,0.48
277,Chethi,Accent,0.5
277,Marigold,Accent,1.4
277,Rose,Accent,1.38
277,Jasmine,Primary,1.49
277,Daisy,Secondary,1.34
278,Arali,Accent,0.4
278,Chethi,Accent,0.21
278,Chrysanthemum,Accent,0.77
278,Orchid,Accent,0.73
278,Daisy,Primary,0.68
278,Jasmine,Secondary,0.84
279,Green Leaves,Accent,0.27
279,Jasmine,Accent,1.81
279,Rose,Accent,1.85
279,Daisy,Secondary,1.93
280,Arali,Accent,0.24
280,Marigold,Accent,1.35
280,Rose,Accent,1.03
280,Orchid,Secondary,1.01
281,Chrysanthemum,Accent,0.81
281,Jasmine,Accent,0.75
281,Marigold,Accent,1.0
281,Orchid,Primary,1.03
281,Lotus,Secondary,0.6
282,Chethi,Accent,0.36
282,Chrysanthemum,Accent,0.87
282,Daisy,Accent,0.84
282,Rose,Accent,0.73
282,Marigold,Primary,0.78
282,Lotus,Secondary,0.93
283,Chethi,Accent,0.39
283,Daisy,Accent,1.73
283,Green Leaves,Accent,0.49
283,Marigold,Accent,1.16
283,Jasmine,Primary,1.21
283,Orchid,Secondary,1.72
284,Chrysanthemum,Accent,0.83
284,Green Leaves,Accent,0.29
284,Orchid,Accent,0.93
284,Lotus,Primary,0.81
285,Arali,Accent,0.54
285,Lotus,Accent,0.73
285,Chrysanthemum,Primary,0.8
285,Marigold,Secondary,1.06
286,Daisy,Accent,1.11
286,Lotus,Accent,1.52
286,Orchid,Accent,1.6
286,Rose,Accent,1.53
286,Jasmine,Primary,1.3
286,Marigold,Secondary,1.11
287,Arali,Accent,0.45
287,Chrysanthemum,Accent,1.24
287,Marigold,Accent,1.14
287,Jasmine,Primary,1.23
287,Lotus,Secondary,0.84
288,Chrysanthemum,Accent,1.26
288,Lotus,Accent,0.83
288,Marigold,Accent,1.5
288,Orchid,Secondary,1.18
289,Green Leaves,Accent,0.16
289,Lotus,Accent,0.86
289,Rose,Primary,1.13
289,Chrysanthemum,Secondary,1.08
290,Daisy,Accent,0.58
290,Green Leaves,Accent,0.39
290,Marigold,Accent,0.92
290,Lotus,Primary,0.81
291,Chethi,Accent,0.5
291,Chrysanthemum,Accent,1.54
291,Lotus,Accent,1.91
291,Daisy,Primary,1.54
291,Marigold,Secondary,1.61
292,Chethi,Accent,0.5
292,Chrysanthemum,Accent,1.76
292,Daisy,Accent,1.55
292,Orchid,Accent,1.55
292,Rose,Accent,1.69
292,Jasmine,Primary,1.26
292,Marigold,Secondary,0.98
293,Arali,Accent,0.32
293,Chethi,Accent,0.27
293,Lotus,Accent,1.78
293,Marigold,Accent,1.18
293,Rose,Primary,1.5
294,Arali,Accent,0.52
294,Daisy,Accent,0.57
294,Marigold,Accent,0.6
294,Orchid,Accent,0.92
294,Jasmine,Primary,0.7
294,Lotus,Secondary,0.91
295,Arali,Accent,0.37
295,Chrysanthemum,Accent,0.93
295,Daisy,Accent,1.09
295,Lotus,Accent,1.48
295,Jasmine,Secondary,1.38
296,Arali,Accent,0.43
296,Chrysanthemum,Accent,1.37
296,Rose,Accent,0.86
296,Orchid,Primary,1.21
296,Lotus,Secondary,0.79
297,Chethi,Accent,0.23
297,Chrysanthemum,Accent,0.74
297,Daisy,Accent,1.22
297,Green Leaves,Accent,0.45
297,Jasmine,Accent,1.19
297,Orchid,Primary,1.06
297,Rose,Secondary,1.15
298,Arali,Accent,0.26
298,Chethi,Accent,0.57
298,Jasmine,Accent,1.53
298,Marigold,Primary,1.63
298,Orchid,Secondary,1.35
299,Arali,Accent,0.38
299,Daisy,Accent,0.62
299,Lotus,Accent,0.94
299,Orchid,Accent,1.09
299,Rose,Primary,0.95
299,Chrysanthemum,Secondary,0.69
300,Arali,Accent,0.47
300,Chrysanthemum,Accent,0.91
300,Green Leaves,Accent,0.21
300,Marigold,Accent,1.01
300,Rose,Accent,0.99
300,Orchid,Primary,0.88
300,Lotus,Secondary,0.85
301,Arali,Accent,0.6
301,Daisy,Accent,1.25
301,Lotus,Accent,1.11
301,Orchid,Primary,0.96
301,Chrysanthemum,Secondary,0.86
302,Arali,Accent,0.48
302,Marigold,Accent,1.41
302,Lotus,Primary,0.92
302,Chrysanthemum,Secondary,1.0
303,Arali,Accent,0.28
303,Lotus,Accent,2.13
303,Orchid,Accent,2.5
303,Chrysanthemum,Primary,2.35
304,Arali,Accent,0.24
304,Chrysanthemum,Accent,1.52
304,Marigold,Accent,1.8
304,Orchid,Secondary,1.16
305,Arali,Accent,0.43
305,Chrysanthemum,Accent,0.78
305,Jasmine,Accent,0.84
305,Orchid,Accent,0.82
305,Rose,Primary,0.96
305,Marigold,Secondary,0.86
306,Chrysanthemum,Accent,1.01
306,Daisy,Accent,0.9
306,Marigold,Accent,0.55
306,Orchid,Accent,0.82
306,Rose,Primary,0.83
306,Lotus,Secondary,0.79
307,Daisy,Accent,2.17
307,Green Leaves,Accent,0.29
307,Rose,Accent,2.53
307,Jasmine,Primary,1.58
308,Green Leaves,Accent,0.42
308,Jasmine,Accent,1.59
308,Orchid,Accent,1.64
308,Rose,Accent,1.35
308,Lotus,Primary,1.83
308,Daisy,Secondary,1.38
309,Daisy,Accent,1.43
309,Lotus,Accent,0.99
309,Chrysanthemum,Primary,1.41
309,Rose,Secondary,1.6
310,Daisy,Accent,1.34
310,Jasmine,Accent,1.11
310,Rose,Primary,1.22
310,Lotus,Secondary,1.29
311,Arali,Accent,0.44
311,Chethi,Accent,0.34
311,Daisy,Accent,1.51
311,Marigold,Accent,1.07
311,Lotus,Primary,1.02
311,Orchid,Secondary,1.44
312,Arali,Accent,0.49
312,Green Leaves,Accent,0.39
312,Marigold,Accent,0.83
312,Orchid,Accent,1.34
312,Rose,Accent,1.25
312,Jasmine,Primary,0.78
312,Lotus,Secondary,1.3
313,Chethi,Accent,0.56
313,Green Leaves,Accent,0.38
313,Jasmine,Accent,0.96
313,Marigold,Accent,1.11
313,Chrysanthemum,Primary,1.01
313,Daisy,Secondary,1.38
314,Arali,Accent,0.21
314,Orchid,Accent,1.02
314,Rose,Accent,0.9
314,Chrysanthemum,Primary,0.99
314,Daisy,Secondary,0.96
315,Chethi,Accent,0.24
315,Orchid,Accent,1.92
315,Chrysanthemum,Primary,2.67
315,Jasmine,Secondary,1.94
316,Chethi,Accent,0.45
316,Daisy,Accent,0.75
316,Green Leaves,Accent,0.35
316,Orchid,Primary,1.35
316,Rose,Secondary,1.1
317,Chethi,Accent,0.45
317,Green Leaves,Accent,0.4
317,Rose,Accent,0.7
317,Chrysanthemum,Primary,1.25
317,Jasmine,Secondary,1.05
318,Green Leaves,Accent,0.35
318,Lotus,Accent,0.65
318,Rose,Accent,0.55
318,Marigold,Primary,1.55
318,Daisy,Secondary,1.1
319,Green Leaves,Accent,0.35
319,Jasmine,Accent,0.65
319,Orchid,Accent,0.55
319,Lotus,Primary,1.35
319,Rose,Secondary,1.0
320,Green Leaves,Accent,0.4
320,Lotus,Accent,0.6
320,Orchid,Accent,0.45
320,Chrysanthemum,Primary,1.3
320,Jasmine,Secondary,1.05
321,Chethi,Accent,0.55
321,Green Leaves,Accent,0.35
321,Marigold,Accent,0.75
321,Chrysanthemum,Primary,1.45
321,Rose,Secondary,1.05
322,Chethi,Accent,0.6
322,Green Leaves,Accent,0.4
322,Jasmine,Accent,0.7
322,Rose,Primary,1.35
322,Chrysanthemum,Secondary,1.1
323,Chethi,Accent,0.65
323,Chrysanthemum,Accent,0.75
323,Green Leaves,Accent,0.45
323,Marigold,Primary,1.55
323,Rose,Secondary,1.0
324,Chethi,Accent,0.55
324,Green Leaves,Accent,0.4
324,Rose,Accent,0.65
324,Chrysanthemum,Primary,1.6
324,Marigold,Secondary,1.15
325,Chethi,Accent,0.5
325,Chrysanthemum,Accent,0.8
325,Green Leaves,Accent,0.35
325,Rose,Primary,1.5
325,Marigold,Secondary,1.1
326,Green Leaves,Accent,0.45
326,Marigold,Accent,0.85
326,Rose,Accent,0.75
326,Chrysanthemum,Primary,1.3
326,Chethi,Secondary,0.8
327,Chethi,Accent,0.6
327,Green Leaves,Accent,0.4
327,Rose,Accent,0.6
327,Marigold,Primary,1.65
327,Chrysanthemum,Secondary,1.2
328,Chrysanthemum,Accent,0.9
328,Green Leaves,Accent,0.4
328,Marigold,Accent,0.8
328,Rose,Primary,1.4
328,Chethi,Secondary,0.75
329,Chethi,Accent,0.55
329,Green Leaves,Accent,0.45
329,Marigold,Accent,0.75
329,Chrysanthemum,Primary,1.5
329,Rose,Secondary,1.15
330,Chethi,Accent,0.6
330,Chrysanthemum,Accent,0.85
330,Green Leaves,Accent,0.35
330,Marigold,Primary,1.4
330,Rose,Secondary,1.15
331,Chethi,Accent,0.45
331,Green Leaves,Accent,0.55
331,Rose,Accent,0.65
331,Marigold,Primary,1.5
331,Jasmine,Secondary,1.0
332,Chethi,Accent,0.4
332,Green Leaves,Accent,0.6
332,Jasmine,Accent,0.75
332,Chrysanthemum,Primary,1.35
332,Marigold,Secondary,1.15
333,Chethi,Accent,0.45
333,Green Leaves,Accent,0.55
333,Jasmine,Accent,0.7
333,Rose,Primary,1.3
333,Marigold,Secondary,1.25
334,Green Leaves,Accent,0.65
334,Jasmine,Accent,0.7
334,Rose,Accent,0.6
334,Marigold,Primary,1.6
334,Chrysanthemum,Secondary,1.1
335,Green Leaves,Accent,0.6
335,Jasmine,Accent,0.65
335,Rose,Accent,0.55
335,Daisy,Primary,1.35
335,Marigold,Secondary,1.3
336,Chethi,Accent,0.45
336,Green Leaves,Accent,0.7
336,Marigold,Accent,0.85
336,Chrysanthemum,Primary,1.5
336,Jasmine,Secondary,1.05
337,Chrysanthemum,Accent,0.75
337,Green Leaves,Accent,0.65
337,Jasmine,Accent,0.65
337,Marigold,Primary,1.45
337,Rose,Secondary,1.05
338,Green Leaves,Accent,0.75
338,Marigold,Accent,0.9
338,Rose,Accent,0.55
338,Daisy,Primary,1.4
338,Jasmine,Secondary,1.0
339,Chethi,Accent,0.5
339,Green Leaves,Accent,0.65
339,Jasmine,Accent,0.7
339,Marigold,Primary,1.55
339,Daisy,Secondary,1.05
340,Green Leaves,Accent,0.7
340,Jasmine,Accent,0.6
340,Rose,Accent,0.65
340,Chrysanthemum,Primary,1.45
340,Marigold,Secondary,1.2
341,Chrysanthemum,Accent,0.75
341,Green Leaves,Accent,0.35
341,Rose,Accent,0.65
341,Marigold,Primary,1.45
341,Jasmine,Secondary,1.1
342,Green Leaves,Accent,0.4
342,Marigold,Accent,0.85
342,Rose,Accent,0.6
342,Chrysanthemum,Primary,1.4
342,Jasmine,Secondary,1.15
343,Daisy,Accent,0.7
343,Green Leaves,Accent,0.35
343,Jasmine,Accent,0.85
343,Marigold,Primary,1.55
343,Rose,Secondary,0.95
344,Chrysanthemum,Accent,0.7
344,Green Leaves,Accent,0.4
344,Marigold,Accent,0.9
344,Rose,Primary,1.35
344,Jasmine,Secondary,1.2
345,Chrysanthemum,Accent,0.8
345,Green Leaves,Accent,0.45
345,Rose,Accent,0.6
345,Marigold,Primary,1.6
345,Jasmine,Secondary,1.05
346,Daisy,Accent,0.75
346,Green Leaves,Accent,0.4
346,Marigold,Accent,0.85
346,Chrysanthemum,Primary,1.5
346,Jasmine,Secondary,1.1
347,Chrysanthemum,Accent,0.8
347,Green Leaves,Accent,0.35
347,Rose,Accent,0.7
347,Marigold,Primary,1.35
347,Jasmine,Secondary,1.25
348,Daisy,Accent,0.75
348,Green Leaves,Accent,0.4
348,Marigold,Accent,0.8
348,Rose,Primary,1.45
348,Jasmine,Secondary,1.15
349,Green Leaves,Accent,0.35
349,Jasmine,Accent,0.95
349,Rose,Accent,0.65
349,Marigold,Primary,1.5
349,Chrysanthemum,Secondary,1.05
350,Green Leaves,Accent,0.45
350,Marigold,Accent,0.85
350,Rose,Accent,0.65
350,Chrysanthemum,Primary,1.45
350,Jasmine,Secondary,1.2
351,Green Leaves,Accent,0.8
351,Marigold,Accent,0.75
351,Rose,Accent,0.55
351,Daisy,Primary,1.25
351,Jasmine,Secondary,0.95
